Reporting Railroad Code,Reporting Railroad Name,Year,Accident Number,PDF Link,Accident Year,Accident Month,Other Railroad Code,Other Railroad Name,Other Accident Number,Other Accident Year,Other Accident Month,Maintenance Railroad Code,Maintenance Railroad Name,Maintenance Accident Number,Maintenance Accident Year,Maintenance Accident Month,Grade Crossing ID,Day,Date,Time,Accident Type Code,Accident Type,Hazmat Cars,Hazmat Cars Damaged,Hazmat Released Cars,Persons Evacuated,Subdivision,Division Code,Division,Station,Milepost,State Code,State Abbreviation,State Name,County Code,County Name,District,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Track Type Code,Track Type,Track Name,Track Class,Track Density,Train Direction Code,Train Direction,Equipment Type Code,Equipment Type,Equipment Attended,Train Number,Train Speed,Recorded Estimated Speed,Maximum Speed,Gross Tonnage,Signalization Code,Signalization,Method of Operation Code,Method of Operation,Adjunct Code 1,Adjunct Name 1,Adjunct Code 2,Adjunct Name 2,Adjunct Code 3,Adjunct Name 3,Remote Control Locomotive Code,Remote Control Locomotive,First Car Initials,First Car Number,First Car Position,First Car Loaded,Causing Car Initials,Causing Car Number,Causing Car Position,Causing Car Loaded,Positive Alcohol Tests,Positive Drug Tests,Passengers Transported,Head End Locomotives,Mid Train Manual Locomotives,Mid Train Remote Locomotives,Rear End Manual Locomotives,Rear End Remote Locomotives,Derailed Head End Locomotives,Derailed Mid Train Manual Locomotives,Derailed Mid Train Remote Locomotives,Derailed Rear End Manual Locomotives,Derailed Rear End Remote Locomotives,Loaded Freight Cars,Loaded Passenger Cars,Empty Freight Cars,Empty Passenger Cars,Cabooses,Derailed Loaded Freight Cars,Derailed Loaded Passenger Cars,Derailed Empty Freight Cars,Derailed Empty Passenger Cars,Derailed Cabooses,Equipment Damage Cost,Track Damage Cost,Total Damage Cost,Primary Accident Cause Code,Primary Accident Cause,Contributing Accident Cause Code,Contributing Accident Cause,Accident Cause Code,Accident Cause,Engineers On Duty,Firemen On Duty,Conductors On Duty,Brakemen On Duty,Hours Engineers On Duty,Minutes Engineers On Duty,Hours Conductors On Duty,Minutes Conductors On Duty,Railroad Employees Killed,Railroad Employees Injured,Passengers Killed,Passengers Injured,Others Killed,Others Injured,Reporting Railroad Fatalities for 55a,Reporting Railroad Injuries for 55a,Total Persons Killed,Total Persons Injured,Total Killed Form 54,Total Injured Form 54,Special Study 1,Special Study 2,Latitude,Longitude,Narrative,Joint Track Type,Joint Track Class,Class Code,Class,Joint CD,Incident Key,Report Key,Reporting Railroad Company Grouping,Reporting Railroad Class,Reporting Railroad SMT Grouping,Reporting Parent Railroad Code,Reporting Parent Railroad Name,Reporting Railroad Holding Company,Other Railroad Company Grouping,Other Railroad Class,Other Railroad SMT Grouping,Other Parent Railroad Code,Other Parent Railroad Name,Other Railroad Holding Company,Maintenance Railroad Company Grouping,Maintenance Railroad Class,Maintenance Railroad SMT Grouping,Maintenance Parent Railroad Code,Maintenance Parent Railroad Name,Maintenance Railroad Holding Company,Location,Location_2,Population,STATEFP,PLACEFP,PLACENS,GEOID,GEOIDFQ,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NUMPOINTS
WC,WISCONSIN CENTRAL LTD.,2018,982633,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC98263320181225,18,12,,,,,,WC,WISCONSIN CENTRAL LTD.,982633,18,12,,25,12/25/2018,9:45 PM,12,Other impacts,1,1,0,0,MATTESON,,,GARY,46.5,18,IN,INDIANA,89,LAKE,4,27,4,Dark,1,Clear,2,Yard,TRACK KC33,1,,4,West,7,Yard/switching,Yes,YKPS,5,Estimated,5,4347,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,GATX,59356,1,Yes,,,0,,0,0,No,2,0,0,0,0,0,0,0,0,0,26,0,25,0,0,1,0,5,0,0,104235,4680,108915,H021,Failure to apply hand brakes on car(s) (railroad employee),,,H021,Failure to apply hand brakes on car(s) (railroad employee),1,0,1,0,2,45,2,45,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.619023,-87.372672,"WHILE PERFORMING SWITCHING OPERATIONS YKPS04-25, HAD SET GATX 59356 OVER WITH NO HANDBRAKE SET AND THE EXPECTATION THAT THE AIR WOULD HOLD THE CAR. THEY TIED ONTO THE REMAINING CARS AND BEGAN PULLINGTHE TRACK WHEN GATX 59356 LOST THE AIR AND ROLLED BACK INTO THE CUT OF CARS AS THEY PULLED WEST RESULTING IN THE DERAILMENT OF GATX 59356, XOMX 717210, ECUX 881962, CBFXC 47133, ECUX 882870 AND CN 405861. THERE WAS NO RELEASE OF ANY HAZARDOUS MATERIAL DUE TO THIS SWITCHING IMPACT AND DERAILMENT.",Yard,1,No,No,1,WC982633201812,WC982633201812,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.372672 41.619023),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
WC,WISCONSIN CENTRAL LTD.,2013,774903,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC77490320130330,13,3,,,,,,WC,WISCONSIN CENTRAL LTD.,774903,13,3,,30,3/30/2013,1:56 AM,1,Derailment,36,11,1,0,MATTESON,,,GARY,43.1,18,IN,INDIANA,89,LAKE,4,40,4,Dark,1,Clear,2,Yard,SOUTH HUMP LEAD,1,,4,West,7,Yard/switching,Yes,YKHS,7,Recorded,7,8195,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,UP,980433,43,No,,,0,,0,0,No,2,0,0,0,0,0,0,0,0,0,36,0,110,0,0,7,0,28,0,0,880627,228380,1109007,H704,Switch previously run through,H210,"Radio communication, failure to comply",H704,Switch previously run through,1,0,0,0,2,56,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.605977,-87.336931,"TRAIN M39731-29 WAS TAKING TWO ENGINES TO THE ROUNDHOUSE. THEY WERE GIVEN PERMISSION INTO THE REMOTEZONES FROM THE REMOTE CONTROL OPERATOR ON YKHS04-29 AND EXECUTED THEIR MOVE. THE CONDUCTOR LINED DIXIE/SOUTH HUMP LEAD SWITCH BACK TOWARDS DIXIE LEAD WHICH LINED THE ROUTE AGAINST THE RCO'S MOVEMENT.THE CONDUCTOR THEN LINED THE NORTH HUMP LEAD SWITCH BACK FROM THE SOUTH HUMP LEAD. AFTER THE MOVEMENT WAS COMPLETED THE CONDUCTOR GAVE THE ZONE BACK AND CONFIRMED THAT THE SWITCHES WERE LINED BACK FROM HIS MOVEMENT. THE RCO COMMENCED HIS WORK BY PULLING 146 CARS    (WHICH INCLUDE ONE 5-PARK/ARTICULATED CAR) FROM KS01 THROUGH THE NEW CONNECTION TOWARDS BROADWAY. THE CARS, UNKNOWINGLY, RAN THROUGHTHE SWITCH AT BROADWAY. THE RCO ATTEMPTED TO SHOVE THE CARS UP THE HILL TO BE PROCESSED, THUS MAKINGA REVERSE MOVE THROUGH THE PREVIOUSLY RUN THROUGH SWITCH AND DERAILING 35 CARS. REMOTE CONTROL OPERATOR WAS D&A TESTED, ALL RESULTS WERE NEGATIVE. DERAILED CARS TUMBLED DOWN THE EMBANKMENT NEAR THE BROADWAY OVERPASS CAUSING A RUPTURE TO THE 14 INCH GAS LINE RUNNING ADJACENT TO THE PULLBACK LEAD. NOEVACUATIONS WERE NEEDED. CAR UTLX 204306 WAS A HAZARDOUS CAR OF PETROLEUM DISTILLATES THAT RELEASEDAPPROXIMATELY 50 GALLONS.",Yard,1,No,No,1,WC774903201303,WC774903201303,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.336931 41.605977),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
WC,WISCONSIN CENTRAL LTD.,2021,1075097,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC107509720210628,21,6,,,,,,WC,WISCONSIN CENTRAL LTD.,1075097,21,6,,28,6/28/2021,5:57 PM,12,Other impacts,0,0,0,0,MATTESON,,,GARY,45.4,18,IN,INDIANA,89,LAKE,4,81,2,Day,2,Cloudy,2,Yard,KIRK HUMP 14,1,,4,West,5,Single Car,Yes,,3,Estimated,3,0,2,Not Signaled,,Other Than Main Track,,,,,,,2,Remote control tower operation,TTZX,861512,1,Yes,,,0,,,,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,11996,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",,,S016,"Classification yard automatic control system - Inadequate or insufficient control  (e.g., automatic",1,0,0,0,3,28,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.629483,-87.406394,"ASSIGNMENT YKHS03-28 WAS PERFORMING HUMP OPERATIONS WHEN CAR TTZX861512 STALLED EN ROUTE TO KC16. ONCE THE SYSTEM RECOGNIZED THE STALL THE SUBSEQUENT CAR, STYX70162, WAS ALREADY ON TOP OF SWITCH 16, ELIMINATING STALL PROTECTION AND LEADING TO A SIDESWIPE. A REVIEW OF THE SYSTEM SHOWED NO MANIPULATION OF THE DTC RULING OUT HUMAN FACTOR AS A CAUSE. INVESTIGATION IS ONGOING. NO INJURIES OR DANGEROUSGOODS ISSUES RESULTED FROM THE INCIDENT.",Yard,1,No,No,3,WC1075097202106,WC1075097202106,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.406394 41.629483),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
KBSR,"Kankakee, Beaverville & Southern Railroad Company",2012,42512,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KBSR04251220120425,12,4,,,,,,NS,Norfolk Southern Railway Company,99483,12,4,,25,4/25/2012,2:00 PM,1,Derailment,0,0,0,0,LAFAYETTE,,,LAFAYETTE,75,18,IN,INDIANA,157,TIPPECANOE,4,68,2,Day,2,Cloudy,1,Main,LAFAYETTE,1,,1,North,1,Freight Train,Yes,LAFA,5,Estimated,5,0,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,0,Not a remotely controlled operation,KBSR,76702,23,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,7,0,0,800,0,400800,T401,Bridge misalignment or failure,,,T401,Bridge misalignment or failure,1,0,1,0,7,,7,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.414282,-86.89585,DERAILED 23RD THRU 30TH CARS PULL OVER THE BRIDGE NORTHBOUND.  THE BRIDGE FAILED CAUSING THE DERAILMENT.,Main,1,3,3,1,NS099483201204,KBSR042512201204,Shortline,Class 3,SMT-8 - Short Line West,KBSR,"Kankakee, Beaverville & Southern Railroad Company",Not Assigned,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.89585 40.414282),West Lafayette city,"45,060",18,82862,2397268,1882862,1600000US1882862,West Lafayette,West Lafayette city,25,C1,Y,G4110,A,35118257,595887,40.4437069,-86.9236162,12
KBSR,"Kankakee, Beaverville & Southern Railroad Company",2012,42512,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=KBSR04251220120425,12,4,,,,,,NS,Norfolk Southern Railway Company,99483,12,4,,25,4/25/2012,2:00 PM,1,Derailment,0,0,0,0,LAFAYETTE,,,LAFAYETTE,75,18,IN,INDIANA,157,TIPPECANOE,4,68,2,Day,2,Cloudy,1,Main,LAFAYETTE,1,,1,North,1,Freight Train,Yes,LAFA,5,Estimated,5,0,2,Not Signaled,,Yard/Restricted Limits,L,Special Instructions,,,,,0,Not a remotely controlled operation,KBSR,76702,23,Yes,,,0,,,,No,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,7,0,0,800,0,400800,T401,Bridge misalignment or failure,,,T401,Bridge misalignment or failure,1,0,1,0,7,,7,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,40.414282,-86.89585,DERAILED 23RD THRU 30TH CARS PULL OVER THE BRIDGE NORTHBOUND.  THE BRIDGE FAILED CAUSING THE DERAILMENT.,Main,1,3,3,1,NS099483201204,KBSR042512201204,Shortline,Class 3,SMT-8 - Short Line West,KBSR,"Kankakee, Beaverville & Southern Railroad Company",Not Assigned,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-86.89585 40.414282),Lafayette city,"71,402",18,40788,2395583,1840788,1600000US1840788,Lafayette,Lafayette city,25,C1,Y,G4110,A,76087121,334938,40.3994104,-86.8628062,42
CSX,CSX Transportation,2017,171674,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=CSX00017167420170916,17,9,,,,,,CSX,CSX Transportation,171674,17,9,,16,9/16/2017,9:56 AM,1,Derailment,0,0,0,0,INDIANAPOLIS LINE,,,ANDERSON,247.5,18,IN,INDIANA,95,MADISON,4,70,2,Day,2,Cloudy,3,Siding,SIDING,1,0,3,East,6,Cut of cars,No,,0,Estimated,3,0,2,Not Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,TTGX,982649,8,Yes,,,0,No,,,No,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,14493,784,35469,H503,"Buffing or slack action excessive, train handling",,,H503,"Buffing or slack action excessive, train handling",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,40.083527,-85.679372,"Q10616 DERAILED WHEN THE ENGINEER USED EXCESSIVE INDEPENDENT BRAKE TO STOP THE TRAIN WHICH CAUSED CARS 46-48 TO DERAIL.  WHEN THE 47TH CAR DERAILED, IT STUCK A CAR WHICH WAS SITTING IN THE SIDING.",Siding,1,1,1,1,CSX000171674201709,CSX000171674201709,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,,,,,,,,Class 1,SMT-9 - CSX,CSX,CSX Transportation,CSX Transportation,POINT (-85.679372 40.083527),Anderson city,"55,099",18,1468,2393952,1801468,1600000US1801468,Anderson,Anderson city,25,C1,Y,G4110,A,107931284,278878,40.0897656,-85.6894485,6
IHB,Indiana Harbor Belt Railroad Company,2016,2192,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IHB219220160311,16,3,,,,,,IHB,Indiana Harbor Belt Railroad Company,2192,16,3,,11,3/11/2016,1:15 AM,4,Side collision,0,0,0,0,SYSTEM,,,HAMMOND,3,18,IN,INDIANA,89,LAKE,4,40,4,Dark,1,Clear,2,Yard,GR20,1,,3,East,7,Yard/switching,Yes,KG53,5,Estimated,5,5712,1,Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CNA,704600,1,Yes,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,46108,0,46108,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,1,0,2,45,2,45,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.603968,-87.471447,"332 JOB, TRAIN SYMBOL KG52 ENGINE NS 9061, SPOTTING ML TRAIN IN GR20. WAS TOLD TO TAKE 5 CARS OUT OFTRACK 8 AND PUT INTO TRACK 20. THEY INSTEAD PULLED 14 CARS OUT OF 8. WHEN THEY SHOVED TRACK 20, NOPOINT PROTECTION WAS ESTABLISHED. 332 JOB REAR END COLLIDED WITH SIDE OF 334 JOB ON LOCOMOTIVE IHB 2924. DRUG/ALCOHOL TESTS PERFORMED; RESULTS NEGATIVE.",Yard,1,3,3,1,IHB2192201603,IHB2192201603,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.471447 41.603968),East Chicago city,"25,968",18,19486,2394597,1819486,1600000US1819486,East Chicago,East Chicago city,25,C1,N,G4110,A,36544093,1789353,41.6481303,-87.4528847,74
IHB,Indiana Harbor Belt Railroad Company,2016,2192,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=IHB219220160311,16,3,,,,,,IHB,Indiana Harbor Belt Railroad Company,2192,16,3,,11,3/11/2016,1:15 AM,4,Side collision,0,0,0,0,SYSTEM,,,HAMMOND,3,18,IN,INDIANA,89,LAKE,4,40,4,Dark,1,Clear,2,Yard,GR20,1,,3,East,7,Yard/switching,Yes,KG53,5,Estimated,5,5712,1,Signaled,,Other Than Main Track,,,,,,,0,Not a remotely controlled operation,CNA,704600,1,Yes,,,0,,0,0,No,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,46108,0,46108,H306,"Shoving movement, absence of man on or at leading end of movement",,,H306,"Shoving movement, absence of man on or at leading end of movement",1,0,1,0,2,45,2,45,0,0,0,0,0,0,0,0,0,0,0,0,OTH,000-000-000,41.603968,-87.471447,"332 JOB, TRAIN SYMBOL KG52 ENGINE NS 9061, SPOTTING ML TRAIN IN GR20. WAS TOLD TO TAKE 5 CARS OUT OFTRACK 8 AND PUT INTO TRACK 20. THEY INSTEAD PULLED 14 CARS OUT OF 8. WHEN THEY SHOVED TRACK 20, NOPOINT PROTECTION WAS ESTABLISHED. 332 JOB REAR END COLLIDED WITH SIDE OF 334 JOB ON LOCOMOTIVE IHB 2924. DRUG/ALCOHOL TESTS PERFORMED; RESULTS NEGATIVE.",Yard,1,3,3,1,IHB2192201603,IHB2192201603,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,,,,,,,Shortline,Class 3,SMT-8 - Short Line West,IHB,Indiana Harbor Belt Railroad Company,Not Assigned,POINT (-87.471447 41.603968),Hammond city,"76,575",18,31000,2394280,1831000,1600000US1831000,Hammond,Hammond city,25,C1,N,G4110,A,58897789,2812038,41.6187358,-87.4949488,46
NICD,Northern Indiana Commuter Transportation District,2015,N1500026,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NICDN150002620151013,15,10,,,,,,NICD,Northern Indiana Commuter Transportation District,N1500026,15,10,870449C,13,10/13/2015,5:15 PM,7,Hwy-rail crossing,0,0,0,0,SYSTEM,,,MICHIGAN CITY,32.85,18,IN,INDIANA,91,LA PORTE,4,60,2,Day,1,Clear,1,Main,MAIN TRACK 1,4,8.5,3,East,2,Passenger Train - Pulling,Yes,11,40,Estimated,40,0,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,NICD,22,1,No,,,0,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12723,0,12723,M308,Highway user deliberately disregarded crossing warning devices,,,M308,Highway user deliberately disregarded crossing warning devices,1,,1,,4,47,4,47,0,0,0,0,1,0,1,0,1,0,1,0,OTH,,41.713154,-86.87764,TRAIN 11 WAS TRAVELING EAST ON TRACK 1 AND A VEHCILCE TRIED TO BEAT THE TRAIN ACROSS THE TRACKS ANDWAS HIT.,Main,4,No,No,1,NICDN1500026201510,NICDN1500026201510,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,,,,,,,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,POINT (-86.87764 41.713154),Pottawattamie Park town,244,18,61470,2396865,1861470,1600000US1861470,Pottawattamie Park,Pottawattamie Park town,43,C1,N,G4110,A,636272,0,41.7232898,-86.8671378,22
NICD,Northern Indiana Commuter Transportation District,2015,N1500026,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NICDN150002620151013,15,10,,,,,,NICD,Northern Indiana Commuter Transportation District,N1500026,15,10,870449C,13,10/13/2015,5:15 PM,7,Hwy-rail crossing,0,0,0,0,SYSTEM,,,MICHIGAN CITY,32.85,18,IN,INDIANA,91,LA PORTE,4,60,2,Day,1,Clear,1,Main,MAIN TRACK 1,4,8.5,3,East,2,Passenger Train - Pulling,Yes,11,40,Estimated,40,0,1,Signaled,,Signal Indication,,,,,,,0,Not a remotely controlled operation,NICD,22,1,No,,,0,,,,Yes,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12723,0,12723,M308,Highway user deliberately disregarded crossing warning devices,,,M308,Highway user deliberately disregarded crossing warning devices,1,,1,,4,47,4,47,0,0,0,0,1,0,1,0,1,0,1,0,OTH,,41.713154,-86.87764,TRAIN 11 WAS TRAVELING EAST ON TRACK 1 AND A VEHCILCE TRIED TO BEAT THE TRAIN ACROSS THE TRACKS ANDWAS HIT.,Main,4,No,No,1,NICDN1500026201510,NICDN1500026201510,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,,,,,,,Passenger (Formerly Commuter),,SMT-4 - CPKC/CP/CN/CCD,NICD,Northern Indiana Commuter Transportation District,Not Assigned,POINT (-86.87764 41.713154),Michigan City city,"31,792",18,48798,2395110,1848798,1600000US1848798,Michigan City,Michigan City city,25,C1,Y,G4110,A,52852821,479664,41.7087757,-86.8668754,26
NS,Norfolk Southern Railway Company,2016,121521,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12152120160802,16,8,,,,,,NS,Norfolk Southern Railway Company,121521,16,8,864869T,2,8/2/2016,12:50 PM,7,Hwy-rail crossing,0,0,0,0,ILLINOIS,,,WINSLOW,7.23,18,IN,INDIANA,125,PIKE,4,88,2,Day,1,Clear,1,Main,SINGLE MAIN TRACK,1,0,4,West,1,Freight Train,Yes,71AD,0,Recorded,0,0,1,Signaled,,Direct Train Control,P,Track Warrant Control,,,,,0,Not a remotely controlled operation,NS,9690,1,No,,,0,,,,No,4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,2912,10000,12912,M308,Highway user deliberately disregarded crossing warning devices,,,M308,Highway user deliberately disregarded crossing warning devices,1,0,1,0,9,50,9,50,0,0,0,0,0,1,0,1,0,1,0,1,CWR,000-000-000,38.398004,-87.223707,NS TRAIN 71ADD90 WAS STRUCK BY A HWY-USER AT A HWY-GRADE CROSSING.,Main,1,1,1,1,NS121521201608,NS121521201608,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-87.223707 38.398004),Winslow town,760,18,84968,2397752,1884968,1600000US1884968,Winslow,Winslow town,43,C1,N,G4110,A,1780259,24863,38.3826746,-87.2121534,1
WC,WISCONSIN CENTRAL LTD.,2013,782632,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=WC78263220130614,13,6,,,,,,WC,WISCONSIN CENTRAL LTD.,782632,13,6,,14,6/14/2013,8:00 PM,11,Fire/violent rupture,0,0,0,0,MATTESON,,,GARY,45.4,18,IN,INDIANA,89,LAKE,4,70,3,Dusk,1,Clear,2,Yard,SOUTH LEAD,1,,4,West,8,Light loco(s),Yes,YKHS,7,Estimated,7,0,2,Not Signaled,,Other Than Main Track,,,,,,,1,Remote control portable transmitter,IC,9628,1,,IC,9628,1,,,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44700,75,44775,E74L,Electrically caused fire (LOCOMOTIVE),,,E74L,Electrically caused fire (LOCOMOTIVE),1,0,0,0,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,OTH,,41.614514,-87.358236,"YKHS02-14, WAS MOVING REMOTE ENGINE, IC 9628, TO TIE ONTO A CUT OF CARS WHEN IT STARTED ON FIRE.",Yard,1,No,No,1,WC782632201306,WC782632201306,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,,,,,,,,Class 1,SMT-4 - CPKC/CP/CN/CCD,CN,Canadian National - North America,Canadian National - North America,POINT (-87.358236 41.614514),Gary city,"67,972",18,27000,2394863,1827000,1600000US1827000,Gary,Gary city,25,C1,N,G4110,A,129322611,1893789,41.5907404,-87.3471127,196
NS,Norfolk Southern Railway Company,2018,127997,https://safetydata.fra.dot.gov/Officeofsafety/Publicsite/FORM54/F54Report.aspx?RepType=SQL&txtf54key=NS12799720180105,18,1,,,,,,NS,Norfolk Southern Railway Company,127997,18,1,,5,1/5/2018,2:12 AM,1,Derailment,0,0,0,0,LAKE,,,NEW HAVEN,B365.4,18,IN,INDIANA,3,ALLEN,4,72,4,Dark,2,Cloudy,1,Main,SINGLE MAIN TRACK,2,0,3,East,1,Freight Train,Yes,50EL,22,Recorded,22,12041,1,Signaled,,Signal Indication,Q,Traffic Control System/CTC,,,,,0,Not a remotely controlled operation,NS,297686,73,Yes,,,0,,,,No,3,0,0,0,0,0,0,0,0,0,85,0,0,0,0,7,0,0,0,0,115389,238346,353735,T110,Wide gage (due to defective or missing crossties),,,T110,Wide gage (due to defective or missing crossties),1,1,1,0,3,27,3,27,0,0,0,0,0,0,0,0,0,0,0,0,CWR,000-000-000,41.072406,-85.027451,TRAIN 50EL603 MOVING EAST ON HUNTINGTON MAIN ONE TO FOSTORIA CONNECTION TRACK DERAILED 73RD THROUGH79TH HEAD CARS.,Main,2,1,1,1,NS127997201801,NS127997201801,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,,,,,,,Class 1,SMT-3 - Norfolk Southern,NS,Norfolk Southern Railway Company,Norfolk Southern Railway Company,POINT (-85.027451 41.072406),Fort Wayne city,"267,927",18,25000,2394798,1825000,1600000US1825000,Fort Wayne,Fort Wayne city,25,C1,Y,G4110,A,286524379,863476,41.0891325,-85.1438998,47
